,index,Active,Agency,Bill_ID,LongDescription,ShortDescription,ID
1134,730,True,Senate,5358,"Improving tax and licensing laws administered by the department of revenue, but not including changes to tax laws that are estimated to affect state or local tax collections as reflected in any fiscal note prepared and approved under the process established in chapter 43.88A RCW.",Tax and licensing laws,1135
1135,731,True,Senate,5359,Requiring annual reporting on the implementation of laws to streamline licensing processes for military service members and their spouses.,Military licensing/report,1136
1136,732,False,Senate,5362,Providing an exemption from unemployment compensation for certain providers of commercial transportation services.,Comm transp services/unempl,1137
1137,733,True,Senate,5362,Providing an exemption from unemployment compensation for certain providers of commercial transportation services.,Comm transp services/unempl,1138
1138,734,False,Senate,5366,Concerning the authorization of and deposit of moneys from department of transportation advertising activities.,DOT advertising activities,1139
1139,735,True,Senate,5366,Concerning the authorization of and deposit of moneys from department of transportation advertising activities.,DOT advertising activities,1140
1140,736,False,Senate,5372,Addressing state audit findings of noncompliance with state law.,Audits finding noncompliance,1141
1141,737,True,Senate,5372,Addressing state audit findings of noncompliance with state law.,Audits finding noncompliance,1142
1142,738,False,Senate,5374,Concerning state employee whistleblower protection.,St. employee whistleblowers,1143
1143,739,True,Senate,5374,Concerning state employee whistleblower protection.,St. employee whistleblowers,1144
1144,740,True,Senate,5375,Renaming the cancer research endowment authority to the Andy Hill cancer research endowment.,Andy Hill cancer research,1145
1145,741,True,Senate,5376,Modifying indigent defense provisions.,Indigent defense,1146
1146,742,False,Senate,5378,Modifying the operation of motorcycles on roadways laned for traffic.,Motorcycles on laned roads,1147
1147,743,True,Senate,5378,Modifying the operation of motorcycles on roadways laned for traffic.,Motorcycles on laned roads,1148
1148,744,True,Senate,5382,Authorizing the issuance of identicards at a reduced cost to applicants who are under the age of eighteen and without a permanent residence address.,Reduced cost identicards,1149
1149,745,False,Senate,5388,Concerning unlawful entry on certain properties.,Unlawful entry,1150
1150,746,True,Senate,5388,Concerning unlawful entry on certain properties.,Unlawful entry,1151
1151,747,True,Senate,5391,"Clarifying the powers, duties, and functions of the department of veterans affairs.",Dept. of veterans affairs,1152
1152,748,False,Senate,5393,Including fish passage barrier removal projects that comply with the forest practices rules in the streamlined permit process provided in RCW 77.55.181.,Fish passage barrier removal,1153
1153,749,True,Senate,5393,Including fish passage barrier removal projects that comply with the forest practices rules in the streamlined permit process provided in RCW 77.55.181.,Fish passage barrier removal,1154
1154,750,False,Senate,5394,Concerning the forest riparian easement program.,Forest riparian easement prg,1155
1155,751,True,Senate,5394,Concerning the forest riparian easement program.,Forest riparian easement prg,1156
1156,752,False,Senate,5397,Requiring disclosure by entities that compensate for petition signatures.,Petition disclosure,1157
1157,753,True,Senate,5399,"Concerning the use of background checks for persons who work with children, persons with developmental disabilities, and vulnerable adults.",Background checks,1158
1158,754,False,Senate,5402,Creating the Cooper Jones bicyclist safety advisory council.,Bicyclist safety council,1159
1159,755,True,Senate,5402,Creating the Cooper Jones bicyclist safety advisory council.,Bicyclist safety council,1160
1160,756,False,Senate,5403,Concerning ferry district authority.,Ferry district authority,1161
1161,757,True,Senate,5403,Concerning ferry district authority.,Ferry district authority,1162
1162,758,False,Senate,5404,Permitting the possession and application of topical sunscreen products at schools.,Sunscreen/schools,1163
1163,759,True,Senate,5404,Permitting the possession and application of topical sunscreen products at schools.,Sunscreen/schools,1164
1164,760,False,Senate,5405,Requiring protection for occupants of national guard facilities.,National guard facilities,1165
1165,761,True,Senate,5405,Requiring protection for occupants of national guard facilities.,National guard facilities,1166
1166,762,False,Senate,5407,Concerning the preservation of housing options for tenants.,Housing/source of income,1167
1167,763,False,Senate,5408,Increasing the notice of termination for tenancies under the residential landlord-tenant act.,Tenancy termination notices,1168
1168,764,True,Senate,5408,Increasing the notice of termination for tenancies under the residential landlord-tenant act.,Tenancy termination notices,1169
1169,765,True,Senate,5413,Concerning physician limited licenses.,Physician limited licenses,1170
1170,766,False,Senate,5426,Increasing the number of tasting rooms allowed under a domestic winery license.,Winery tasting rooms,1171
1171,767,True,Senate,5426,Increasing the number of tasting rooms allowed under a domestic winery license.,Winery tasting rooms,1172
1172,768,False,Senate,5430,Concerning notice to a victim when a registered out-of-state sex offender moves to Washington.,Out-of-state sex offenders,1173
1173,769,True,Senate,5430,Concerning notice to a victim when a registered out-of-state sex offender moves to Washington.,Out-of-state sex offenders,1174
1174,770,False,Senate,5431,Concerning the protection of composting from nuisance lawsuits.,Composting/nuisance lawsuits,1175
1175,771,True,Senate,5431,Concerning the protection of composting from nuisance lawsuits.,Composting/nuisance lawsuits,1176
1176,772,True,Senate,5433,Concerning informed decision making for death with dignity decisions.,Death with dignity decisions,1177
1177,773,False,Senate,5435,Specifying to whom information and records related to mental health services may be disclosed for the purposes of care coordination and treatment.,Mental health record discl.,1178
1178,774,True,Senate,5435,Specifying to whom information and records related to mental health services may be disclosed for the purposes of care coordination and treatment.,Mental health record discl.,1179
